cluster,size,risk_score,avg_score,avg_tx_freq,avg_deposit_borrow_ratio,avg_repay_borrow_ratio,liquidation_rate,high_freq_rate,quality_rank
0,3496,-4.458500043443385e+17,971.1096422387676,531.0290331495967,6.923568701264894e+21,2.2292500217216924e+18,0.028890160183066362,0.12185354691075514,0
1,1,0.2000008174465273,999.9986375891211,216.52750593410272,1.0,1.0,0.0,1.0,1
